space_type,area_sqm,length_m,width_m,sunlight_hours,shade_level,wind_exposure,water_access,drainage_quality,avg_day_temp_c,peak_surface_temp_c,humidity_pct,rainfall_level,heat_island_score,maintenance_level,budget_level,preferred_style,edible_preference,flowering_preference,pet_safe_required,irrigation_allowed,data_source,species_aloe_vera,species_basil_sweet,species_bougainvillea,species_cherry_tomato,species_chilli,species_coriander,species_curry_leaf,species_geranium_pelargonium,species_hibiscus,species_jade_plant,species_lemongrass,species_malabar_spinach,species_marigold,species_mint,species_plumeria,species_portulaca,species_pothos,species_prickly_pear,species_sedum,species_snake_plant,species_spider_plant,species_tulsi_holy,species_vinca,species_zinnia
BALCONY_outdoor,2.34,1.75,1.34,4.1,MEDIUM,0.337,SPOUT_NEAR,GOOD,39.4,53.2,36,HEAVY,0.445,1,1,food_garden,0,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
TERRACE_outdoor,2.11,1.75,1.21,8.9,MEDIUM,0.401,HOSE_ON_DECK,POOR,28.8,42.6,85,HEAVY,0.604,2,2,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,2.93,1.96,1.49,8.5,MEDIUM,0.094,SPOUT_NEAR,GOOD,40.0,46.0,34,MODERATE,0.524,0,3,food_garden,0,1,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
ROOFTOP_outdoor,4.22,2.16,1.95,5.3,LOW,0.519,SPOUT_NEAR,POOR,37.1,48.6,57,DRY,0.713,1,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
BALCONY_indoor,5.1,2.33,2.19,5.0,MEDIUM,0.5,HOSE_ON_DECK,POOR,34.7,43.6,61,DRY,0.508,2,0,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
TERRACE_outdoor,3.17,2.22,1.43,9.8,MEDIUM,0.942,RAIN_ONLY,GOOD,28.8,38.4,54,DRY,0.96,3,3,food_garden,1,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
BALCONY_outdoor,6.23,2.15,2.9,4.1,LOW,0.634,SPOUT_NEAR,GOOD,40.0,50.2,74,HEAVY,0.851,2,1,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BALCONY_outdoor,4.99,2.68,1.86,7.5,LOW,0.531,CARRY_BUCKETS,OK,33.6,51.2,34,MODERATE,0.957,1,2,cooling_green,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
ROOFTOP_outdoor,2.9,1.71,1.7,7.9,LOW,0.874,CARRY_BUCKETS,GOOD,39.9,51.2,53,MODERATE,0.819,2,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
ROOFTOP_indoor,1.97,1.59,1.24,2.1,HIGH,0.749,CARRY_BUCKETS,POOR,40.1,56.6,52,MODERATE,0.372,1,3,mixed_edible_ornamental,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
BALCONY_indoor,2.99,1.55,1.93,2.4,HIGH,0.12,SPOUT_NEAR,OK,37.2,46.1,66,MODERATE,0.603,1,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
TERRACE_outdoor,7.11,2.67,2.66,7.2,LOW,0.348,CARRY_BUCKETS,OK,35.6,44.2,39,DRY,0.827,3,2,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ROOFTOP_outdoor,8.89,2.78,3.2,10.0,LOW,0.217,SPOUT_NEAR,GOOD,34.7,51.5,70,DRY,0.516,0,3,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
BALCONY_outdoor,2.14,1.33,1.61,7.6,MEDIUM,0.829,RAIN_ONLY,OK,32.5,41.1,83,DRY,0.552,1,1,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
ROOFTOP_outdoor,6.51,2.67,2.44,10.3,MEDIUM,0.08,CARRY_BUCKETS,OK,38.2,56.6,83,DRY,0.738,0,0,cooling_green,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
BALCONY_outdoor,3.65,1.76,2.07,5.4,MEDIUM,0.839,HOSE_ON_DECK,POOR,38.5,49.5,55,MODERATE,0.526,0,0,cooling_green,1,0,0,0,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
BALCONY_outdoor,1.5,1.43,1.05,8.8,MEDIUM,0.488,SPOUT_NEAR,GOOD,32.3,49.2,58,DRY,0.663,2,1,minimal_low_care,0,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
BALCONY_outdoor,3.3,1.65,2.0,5.9,MEDIUM,0.463,RAIN_ONLY,POOR,34.2,54.1,75,DRY,0.495,2,1,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
BALCONY_outdoor,4.29,2.58,1.66,7.6,MEDIUM,0.676,SPOUT_NEAR,OK,28.1,35.1,55,DRY,0.67,1,2,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
TERRACE_outdoor,1.5,1.13,1.33,11.5,LOW,0.55,HOSE_ON_DECK,GOOD,30.5,42.0,68,HEAVY,0.416,1,2,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
ROOFTOP_outdoor,1.5,1.21,1.24,5.4,MEDIUM,0.655,CARRY_BUCKETS,POOR,31.6,40.4,63,MODERATE,0.94,1,1,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
ROOFTOP_outdoor,7.3,2.48,2.94,7.0,LOW,0.78,CARRY_BUCKETS,POOR,29.3,42.3,77,HEAVY,0.485,1,2,minimal_low_care,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
BALCONY_outdoor,7.47,2.42,3.09,6.6,LOW,0.93,CARRY_BUCKETS,POOR,33.2,47.0,43,DRY,0.952,2,3,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
TERRACE_outdoor,6.66,3.15,2.11,8.1,MEDIUM,0.256,SPOUT_NEAR,GOOD,29.7,45.8,67,MODERATE,0.945,0,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
TERRACE_outdoor,3.73,2.07,1.8,8.1,MEDIUM,0.159,HOSE_ON_DECK,GOOD,39.9,47.8,49,MODERATE,0.745,1,1,mixed_edible_ornamental,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
TERRACE_outdoor,3.34,1.96,1.7,9.0,MEDIUM,0.496,HOSE_ON_DECK,OK,30.6,50.3,45,MODERATE,0.419,3,2,minimal_low_care,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
BALCONY_indoor,2.98,2.11,1.41,1.6,MEDIUM,0.778,SPOUT_NEAR,OK,37.2,43.5,43,MODERATE,0.363,2,2,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ROOFTOP_outdoor,1.79,1.16,1.54,6.7,MEDIUM,0.881,SPOUT_NEAR,OK,32.7,46.3,41,DRY,0.534,1,1,food_garden,1,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
ROOFTOP_outdoor,9.61,3.24,2.97,10.5,LOW,0.452,CARRY_BUCKETS,GOOD,28.7,44.0,54,MODERATE,0.787,1,0,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TERRACE_outdoor,5.65,2.77,2.04,8.2,LOW,0.33,HOSE_ON_DECK,OK,36.0,50.9,39,DRY,0.756,0,3,cooling_green,1,0,0,0,synthetic_bootstrap_v1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
BALCONY_outdoor,4.24,1.87,2.27,5.2,LOW,0.27,HOSE_ON_DECK,GOOD,37.7,49.5,84,DRY,0.449,1,2,mixed_edible_ornamental,0,0,0,0,synthetic_bootstrap_v1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
ROOFTOP_outdoor,6.2,2.58,2.4,5.2,MEDIUM,0.604,RAIN_ONLY,OK,31.8,37.9,37,DRY,0.426,2,1,cooling_green,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
ROOFTOP_outdoor,6.7,2.24,2.99,10.0,LOW,0.466,SPOUT_NEAR,GOOD,31.5,45.9,49,DRY,0.945,2,1,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TERRACE_outdoor,3.78,2.03,1.86,6.0,LOW,0.103,SPOUT_NEAR,OK,28.4,44.7,78,HEAVY,0.654,0,2,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,2.04,1.55,1.32,6.0,LOW,0.192,SPOUT_NEAR,GOOD,37.6,47.6,35,MODERATE,0.71,1,2,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
ROOFTOP_outdoor,6.58,2.45,2.69,9.1,MEDIUM,0.583,SPOUT_NEAR,GOOD,38.1,52.8,86,MODERATE,0.788,2,1,cooling_green,1,1,0,1,synthetic_bootstrap_v1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
BALCONY_outdoor,10.55,3.11,3.39,8.5,LOW,0.104,SPOUT_NEAR,POOR,36.6,45.9,45,DRY,0.441,2,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
BALCONY_outdoor,4.67,2.48,1.88,5.0,MEDIUM,0.301,SPOUT_NEAR,GOOD,29.8,38.3,86,MODERATE,0.618,2,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
ROOFTOP_outdoor,6.01,2.93,2.05,11.1,LOW,0.318,HOSE_ON_DECK,POOR,32.0,49.4,68,MODERATE,0.831,0,2,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
TERRACE_outdoor,1.7,1.54,1.1,9.8,MEDIUM,0.849,CARRY_BUCKETS,OK,33.2,41.7,81,DRY,0.926,1,3,minimal_low_care,0,0,0,0,synthetic_bootstrap_v1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BALCONY_outdoor,3.72,2.09,1.78,3.2,HIGH,0.265,CARRY_BUCKETS,OK,33.9,52.1,87,DRY,0.593,1,1,cooling_green,1,0,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
ROOFTOP_outdoor,17.58,5.12,3.43,10.7,LOW,0.857,SPOUT_NEAR,POOR,35.7,52.4,47,HEAVY,0.541,1,3,mixed_edible_ornamental,1,0,0,0,synthetic_bootstrap_v1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
TERRACE_outdoor,3.06,2.17,1.41,5.6,MEDIUM,0.48,HOSE_ON_DECK,GOOD,39.6,47.1,50,MODERATE,0.368,2,1,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
ROOFTOP_outdoor,2.19,1.49,1.47,7.4,MEDIUM,0.629,SPOUT_NEAR,OK,29.1,41.0,53,MODERATE,0.464,0,2,minimal_low_care,0,0,0,0,synthetic_bootstrap_v1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
BALCONY_outdoor,2.82,2.09,1.35,5.0,LOW,0.651,SPOUT_NEAR,GOOD,33.4,39.7,54,MODERATE,0.358,1,1,cooling_green,0,0,0,0,synthetic_bootstrap_v1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
BALCONY_outdoor,3.25,2.14,1.52,5.4,MEDIUM,0.112,SPOUT_NEAR,POOR,34.2,48.3,73,MODERATE,0.959,1,2,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
BALCONY_outdoor,3.91,1.8,2.17,3.5,MEDIUM,0.949,SPOUT_NEAR,OK,39.8,52.7,45,MODERATE,0.69,1,1,cooling_green,1,0,0,0,synthetic_bootstrap_v1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
BALCONY_outdoor,7.16,3.21,2.23,7.2,LOW,0.749,HOSE_ON_DECK,GOOD,38.2,45.9,43,MODERATE,0.941,0,2,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,3.71,2.06,1.8,8.4,MEDIUM,0.252,CARRY_BUCKETS,POOR,36.7,55.1,76,MODERATE,0.597,1,0,ornamental_color,0,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
ROOFTOP_outdoor,9.1,2.73,3.33,9.3,LOW,0.475,SPOUT_NEAR,GOOD,29.3,42.5,43,MODERATE,0.825,0,1,ornamental_color,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
TERRACE_outdoor,4.12,1.97,2.09,6.9,LOW,0.895,SPOUT_NEAR,OK,28.3,36.3,76,DRY,0.607,1,1,food_garden,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
BALCONY_indoor,4.41,2.21,2.0,3.7,MEDIUM,0.802,HOSE_ON_DECK,OK,34.6,54.1,47,MODERATE,0.476,2,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,4.26,1.78,2.39,7.1,MEDIUM,0.744,CARRY_BUCKETS,POOR,28.2,42.0,65,HEAVY,0.412,2,0,cooling_green,1,0,0,0,synthetic_bootstrap_v1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,4.37,2.14,2.04,5.9,LOW,0.735,CARRY_BUCKETS,GOOD,32.0,47.5,51,HEAVY,0.509,1,1,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
BALCONY_indoor,1.5,1.19,1.26,2.9,MEDIUM,0.695,CARRY_BUCKETS,OK,34.2,45.3,48,DRY,0.902,1,1,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,3.96,1.73,2.29,8.4,LOW,0.371,CARRY_BUCKETS,OK,39.5,53.0,50,DRY,0.589,3,2,minimal_low_care,1,0,0,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
ROOFTOP_outdoor,3.0,1.76,1.7,10.5,MEDIUM,0.62,CARRY_BUCKETS,POOR,35.8,48.1,58,MODERATE,0.611,0,2,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
BALCONY_indoor,2.35,1.73,1.36,4.6,LOW,0.444,RAIN_ONLY,OK,32.1,46.2,86,MODERATE,0.726,0,1,mixed_edible_ornamental,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
ROOFTOP_outdoor,1.5,1.47,1.02,6.7,MEDIUM,0.538,SPOUT_NEAR,OK,33.7,44.9,53,DRY,0.455,2,2,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
BALCONY_outdoor,2.63,1.69,1.56,6.2,LOW,0.473,CARRY_BUCKETS,GOOD,37.9,53.0,44,MODERATE,0.896,1,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
BALCONY_outdoor,1.5,1.14,1.32,4.7,MEDIUM,0.155,SPOUT_NEAR,POOR,34.9,47.5,78,MODERATE,0.558,2,1,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
BALCONY_outdoor,10.02,2.72,3.68,4.1,MEDIUM,0.476,SPOUT_NEAR,GOOD,32.8,41.7,48,HEAVY,0.67,1,0,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
ROOFTOP_outdoor,3.54,2.1,1.69,9.0,LOW,0.848,CARRY_BUCKETS,POOR,36.7,43.3,82,DRY,0.446,1,2,food_garden,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
ROOFTOP_outdoor,1.5,1.05,1.43,9.8,MEDIUM,0.465,SPOUT_NEAR,OK,30.2,46.2,82,MODERATE,0.675,0,2,cooling_green,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
TERRACE_outdoor,2.34,1.52,1.54,11.1,MEDIUM,0.789,HOSE_ON_DECK,OK,32.0,43.4,58,MODERATE,0.39,2,1,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
TERRACE_outdoor,3.99,2.0,2.0,6.6,LOW,0.197,CARRY_BUCKETS,GOOD,37.1,56.9,57,DRY,0.885,1,2,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,2.61,1.61,1.62,10.6,LOW,0.91,SPOUT_NEAR,POOR,33.3,47.8,56,MODERATE,0.445,1,2,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
BALCONY_outdoor,5.66,2.06,2.75,7.2,LOW,0.476,CARRY_BUCKETS,GOOD,36.5,52.3,68,MODERATE,0.509,2,1,cooling_green,0,0,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
ROOFTOP_outdoor,4.34,2.38,1.82,11.4,MEDIUM,0.472,HOSE_ON_DECK,GOOD,36.8,45.6,42,MODERATE,0.929,2,1,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,2.99,2.14,1.4,7.3,LOW,0.885,CARRY_BUCKETS,GOOD,28.0,46.2,55,HEAVY,0.86,0,0,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
TERRACE_outdoor,8.93,2.69,3.32,8.7,LOW,0.468,CARRY_BUCKETS,GOOD,36.4,50.1,81,DRY,0.453,0,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
ROOFTOP_outdoor,4.54,2.61,1.74,7.2,LOW,0.593,CARRY_BUCKETS,OK,31.9,43.2,73,DRY,0.54,0,1,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
BALCONY_outdoor,5.74,2.82,2.04,8.1,LOW,0.383,RAIN_ONLY,POOR,28.3,39.8,56,DRY,0.639,1,0,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
BALCONY_outdoor,3.58,1.79,2.0,6.6,LOW,0.772,SPOUT_NEAR,POOR,39.9,55.0,53,MODERATE,0.772,2,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
BALCONY_outdoor,1.5,1.2,1.25,7.2,MEDIUM,0.154,HOSE_ON_DECK,POOR,36.2,43.4,46,MODERATE,0.809,0,1,minimal_low_care,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
ROOFTOP_outdoor,4.87,2.43,2.0,6.3,LOW,0.795,CARRY_BUCKETS,OK,35.0,50.1,61,MODERATE,0.45,1,2,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,4.07,1.82,2.24,5.1,MEDIUM,0.297,SPOUT_NEAR,GOOD,28.7,44.9,87,MODERATE,0.782,2,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,3.34,1.81,1.85,6.2,LOW,0.117,RAIN_ONLY,POOR,39.5,59.5,85,MODERATE,0.767,1,1,minimal_low_care,0,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
ROOFTOP_outdoor,3.11,1.75,1.78,8.0,MEDIUM,0.862,CARRY_BUCKETS,GOOD,28.1,40.1,43,MODERATE,0.673,1,3,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
BALCONY_outdoor,7.62,3.01,2.53,3.3,HIGH,0.714,HOSE_ON_DECK,GOOD,31.5,38.7,56,MODERATE,0.727,0,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
BALCONY_outdoor,6.85,2.23,3.07,4.5,LOW,0.299,CARRY_BUCKETS,GOOD,31.6,41.5,66,DRY,0.613,1,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
ROOFTOP_outdoor,10.55,2.79,3.78,7.7,LOW,0.684,CARRY_BUCKETS,OK,29.6,36.2,64,MODERATE,0.835,2,1,cooling_green,0,0,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
BALCONY_outdoor,8.68,2.51,3.46,4.5,MEDIUM,0.708,SPOUT_NEAR,POOR,32.6,39.8,72,MODERATE,0.685,1,2,ornamental_color,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
TERRACE_outdoor,4.73,1.99,2.38,9.7,LOW,0.871,HOSE_ON_DECK,POOR,35.6,42.6,36,MODERATE,0.5,3,0,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
TERRACE_outdoor,1.58,1.14,1.39,10.4,LOW,0.178,CARRY_BUCKETS,GOOD,39.0,50.4,82,DRY,0.852,0,0,food_garden,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
ROOFTOP_outdoor,2.82,1.89,1.49,7.5,MEDIUM,0.444,SPOUT_NEAR,OK,32.2,49.4,69,MODERATE,0.5,1,2,cooling_green,0,1,0,1,synthetic_bootstrap_v1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
BALCONY_outdoor,3.4,1.62,2.1,7.0,LOW,0.688,CARRY_BUCKETS,POOR,29.9,38.5,74,HEAVY,0.806,1,1,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
TERRACE_outdoor,3.12,1.69,1.85,5.4,LOW,0.173,HOSE_ON_DECK,POOR,37.7,48.4,45,MODERATE,0.449,1,0,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
BALCONY_outdoor,5.05,2.46,2.05,3.8,MEDIUM,0.898,CARRY_BUCKETS,OK,33.6,41.4,48,MODERATE,0.73,0,2,cooling_green,1,0,0,0,synthetic_bootstrap_v1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
